VER,EXP,EAST,XGEO,RISK,event_horizon_distance
16400,13000,17000,9000,50,85.25
16400,13000,17000,9000,55,92.67
16400,13000,17000,9000,60,90.63
16400,13000,17000,9000,65,102.76
16400,13000,17000,9000,70,100.32
16400,13000,17000,9000,75,110.59
16400,13000,17000,9000,80,109.78
16400,13000,17000,13000,15,61.44
16400,13000,17000,13000,20,63.13
16400,13000,17000,13000,25,68.14
16400,13000,17000,13000,30,78.15
16400,13000,17000,13000,35,78.57
16400,13000,17000,13000,40,77.5
16400,13000,17000,13000,45,88.17
16400,13000,17000,13000,50,86.34
16400,13000,17000,13000,55,88.48
16400,13000,17000,13000,60,95.24
16400,13000,17000,13000,65,102.68
16400,13000,17000,13000,70,104.56
16400,13000,17000,13000,75,107.95
16400,13000,17000,13000,80,109.16
16400,13000,17000,17000,15,65.28
16400,13000,17000,17000,20,62.68
16400,13000,17000,17000,25,74.41
16400,13000,17000,17000,30,77.2
16400,13000,17000,17000,35,73.88
16400,13000,17000,17000,40,79.27
16400,13000,17000,17000,45,88.4
16400,13000,17000,17000,50,86.15
16400,13000,17000,17000,55,94.42
16400,13000,17000,17000,60,91.62
16400,13000,17000,17000,65,95.98
16400,13000,17000,17000,70,107.66
16400,13000,17000,17000,75,108.54
16400,13000,17000,17000,80,111.96
16400,14000,1000,1000,15,55.89
16400,14000,1000,1000,20,59.76
16400,14000,1000,1000,25,63.83
16400,14000,1000,1000,30,67.18
16400,14000,1000,1000,35,72.77
16400,14000,1000,1000,40,72.44
16400,14000,1000,1000,45,84.11
16400,14000,1000,1000,50,78.83
16400,14000,1000,1000,55,91.72
16400,14000,1000,1000,60,89.28
16400,14000,1000,1000,65,90.05
16400,14000,1000,1000,70,100.68
16400,14000,1000,1000,75,101.72
16400,14000,1000,1000,80,103.32
16400,14000,1000,5000,15,54.39
16400,14000,1000,5000,20,65.29
16400,14000,1000,5000,25,64.82
16400,14000,1000,5000,30,68.89
16400,14000,1000,5000,35,70.97
16400,14000,1000,5000,40,79.72
16400,14000,1000,5000,45,77.98
16400,14000,1000,5000,50,83.6
16400,14000,1000,5000,55,87.57
16400,14000,1000,5000,60,90.92
16400,14000,1000,5000,65,94.86
16400,14000,1000,5000,70,96.31
16400,14000,1000,5000,75,107.99
16400,14000,1000,5000,80,103.28
16400,14000,1000,9000,15,62.33
16400,14000,1000,9000,20,65.34
16400,14000,1000,9000,25,66.29
16400,14000,1000,9000,30,69.04
16400,14000,1000,9000,35,71.01
16400,14000,1000,9000,40,74.25
16400,14000,1000,9000,45,81.79
16400,14000,1000,9000,50,83.64
16400,14000,1000,9000,55,93.01
16400,14000,1000,9000,60,91.37
16400,14000,1000,9000,65,93.89
16400,14000,1000,9000,70,102.22
16400,14000,1000,9000,75,105.91
16400,14000,1000,9000,80,106.68
16400,14000,1000,13000,15,55.82
16400,14000,1000,13000,20,59.13
16400,14000,1000,13000,25,67.86
16400,14000,1000,13000,30,69.78
16400,14000,1000,13000,35,72.3
16400,14000,1000,13000,40,73.94
16400,14000,1000,13000,45,81.74
16400,14000,1000,13000,50,85.09
16400,14000,1000,13000,55,87.56
16400,14000,1000,13000,60,90.97
16400,14000,1000,13000,65,95.03
16400,14000,1000,13000,70,104.01
16400,14000,1000,13000,75,101.29
16400,14000,1000,13000,80,108.73
16400,14000,1000,17000,15,60.27
16400,14000,1000,17000,20,67.78
16400,14000,1000,17000,25,67.4
16400,14000,1000,17000,30,71.17
16400,14000,1000,17000,35,74.98
16400,14000,1000,17000,40,78.94
16400,14000,1000,17000,45,81.73
16400,14000,1000,17000,50,83.44
16400,14000,1000,17000,55,93.68
16400,14000,1000,17000,60,89.21
16400,14000,1000,17000,65,94.51
16400,14000,1000,17000,70,103.34
16400,14000,1000,17000,75,106.66
16400,14000,1000,17000,80,105.93
16400,14000,5000,1000,15,55.99
16400,14000,5000,1000,20,60.54
16400,14000,5000,1000,25,66.4
16400,14000,5000,1000,30,73.24
16400,14000,5000,1000,35,72.38
16400,14000,5000,1000,40,75.79
16400,14000,5000,1000,45,76.72
16400,14000,5000,1000,50,86.28
16400,14000,5000,1000,55,84.17
16400,14000,5000,1000,60,96.08
16400,14000,5000,1000,65,90.97
16400,14000,5000,1000,70,96.39
16400,14000,5000,1000,75,106.54
16400,14000,5000,1000,80,110.35
16400,14000,5000,5000,15,61.69
16400,14000,5000,5000,20,61.18
16400,14000,5000,5000,25,68.3
16400,14000,5000,5000,30,74.22
16400,14000,5000,5000,35,76.59
16400,14000,5000,5000,40,81.04
16400,14000,5000,5000,45,81.43
16400,14000,5000,5000,50,84.84
16400,14000,5000,5000,55,84.94
16400,14000,5000,5000,60,88.71
16400,14000,5000,5000,65,100.62
16400,14000,5000,5000,70,96.46
16400,14000,5000,5000,75,103.63
16400,14000,5000,5000,80,104.62
16400,14000,5000,9000,15,59.07
16400,14000,5000,9000,20,60.69
16400,14000,5000,9000,25,65.32
16400,14000,5000,9000,30,67.73
16400,14000,5000,9000,35,75.93
16400,14000,5000,9000,40,82.22
16400,14000,5000,9000,45,85.15
16400,14000,5000,9000,50,89.59
16400,14000,5000,9000,55,93.12
16400,14000,5000,9000,60,97.8
16400,14000,5000,9000,65,92.15
16400,14000,5000,9000,70,103.55
16400,14000,5000,9000,75,105.41
16400,14000,5000,9000,80,103.33
16400,14000,5000,13000,15,59.87
16400,14000,5000,13000,20,64.7
16400,14000,5000,13000,25,72.35
16400,14000,5000,13000,30,68.55
16400,14000,5000,13000,35,77.25
16400,14000,5000,13000,40,77.51
16400,14000,5000,13000,45,81.9
16400,14000,5000,13000,50,81.61
16400,14000,5000,13000,55,93.48
16400,14000,5000,13000,60,94.5
16400,14000,5000,13000,65,93.84
16400,14000,5000,13000,70,98.35
16400,14000,5000,13000,75,108.05
16400,14000,5000,13000,80,111.72
16400,14000,5000,17000,15,55.74
16400,14000,5000,17000,20,64.49
16400,14000,5000,17000,25,71.9
16400,14000,5000,17000,30,73.08
16400,14000,5000,17000,35,71.71
16400,14000,5000,17000,40,75.6
16400,14000,5000,17000,45,80.34
16400,14000,5000,17000,50,84.06
16400,14000,5000,17000,55,86.14
16400,14000,5000,17000,60,97.53
16400,14000,5000,17000,65,93.66
16400,14000,5000,17000,70,103.54
16400,14000,5000,17000,75,102.6
16400,14000,5000,17000,80,105.71
16400,14000,9000,1000,15,54.14
16400,14000,9000,1000,20,62.05
16400,14000,9000,1000,25,63.55
16400,14000,9000,1000,30,70.27
16400,14000,9000,1000,35,78.23
16400,14000,9000,1000,40,82.08
16400,14000,9000,1000,45,81.64
16400,14000,9000,1000,50,90.34
16400,14000,9000,1000,55,93.33
16400,14000,9000,1000,60,94.84
16400,14000,9000,1000,65,97.92
16400,14000,9000,1000,70,102.9
16400,14000,9000,1000,75,104.0
16400,14000,9000,1000,80,106.8
16400,14000,9000,5000,15,63.56
16400,14000,9000,5000,20,61.88
16400,14000,9000,5000,25,65.16
16400,14000,9000,5000,30,70.97
16400,14000,9000,5000,35,77.96
16400,14000,9000,5000,40,79.29
16400,14000,9000,5000,45,82.73
16400,14000,9000,5000,50,82.83
16400,14000,9000,5000,55,85.54
16400,14000,9000,5000,60,88.52
16400,14000,9000,5000,65,93.63
16400,14000,9000,5000,70,104.61
16400,14000,9000,5000,75,102.39
16400,14000,9000,5000,80,112.14
16400,14000,9000,9000,15,57.02
16400,14000,9000,9000,20,67.67
16400,14000,9000,9000,25,69.49
16400,14000,9000,9000,30,72.85
16400,14000,9000,9000,35,76.43
16400,14000,9000,9000,40,80.85
16400,14000,9000,9000,45,86.26
16400,14000,9000,9000,50,86.23
16400,14000,9000,9000,55,94.53
16400,14000,9000,9000,60,94.12
16400,14000,9000,9000,65,96.0
16400,14000,9000,9000,70,99.44
16400,14000,9000,9000,75,106.02
16400,14000,9000,9000,80,113.68
16400,14000,9000,13000,15,56.05
16400,14000,9000,13000,20,65.62
16400,14000,9000,13000,25,67.89
16400,14000,9000,13000,30,74.52
16400,14000,9000,13000,35,76.45
16400,14000,9000,13000,40,80.91
16400,14000,9000,13000,45,82.25
16400,14000,9000,13000,50,88.88
16400,14000,9000,13000,55,93.79
16400,14000,9000,13000,60,96.81
16400,14000,9000,13000,65,99.41
16400,14000,9000,13000,70,97.85
16400,14000,9000,13000,75,103.23
16400,14000,9000,13000,80,113.49
16400,14000,9000,17000,15,62.76
16400,14000,9000,17000,20,61.57
16400,14000,9000,17000,25,67.34
16400,14000,9000,17000,30,70.54
16400,14000,9000,17000,35,76.8
16400,14000,9000,17000,40,82.53
16400,14000,9000,17000,45,80.27
16400,14000,9000,17000,50,86.14
16400,14000,9000,17000,55,87.68
16400,14000,9000,17000,60,93.19
16400,14000,9000,17000,65,95.48
16400,14000,9000,17000,70,102.24
16400,14000,9000,17000,75,106.19
16400,14000,9000,17000,80,112.56
16400,14000,13000,1000,15,62.45
16400,14000,13000,1000,20,62.37
16400,14000,13000,1000,25,71.84
16400,14000,13000,1000,30,75.3
16400,14000,13000,1000,35,77.1
16400,14000,13000,1000,40,78.14
16400,14000,13000,1000,45,81.04
16400,14000,13000,1000,50,86.41
16400,14000,13000,1000,55,86.16
16400,14000,13000,1000,60,94.88
16400,14000,13000,1000,65,97.54
16400,14000,13000,1000,70,96.43
16400,14000,13000,1000,75,100.72
16400,14000,13000,1000,80,110.56
16400,14000,13000,5000,15,60.83
16400,14000,13000,5000,20,61.96
16400,14000,13000,5000,25,65.5
16400,14000,13000,5000,30,70.71
16400,14000,13000,5000,35,77.8
16400,14000,13000,5000,40,79.95
16400,14000,13000,5000,45,84.71
16400,14000,13000,5000,50,90.01
16400,14000,13000,5000,55,95.18
16400,14000,13000,5000,60,94.61
16400,14000,13000,5000,65,94.1
16400,14000,13000,5000,70,106.08
16400,14000,13000,5000,75,109.07
16400,14000,13000,5000,80,105.0
16400,14000,13000,9000,15,63.45
16400,14000,13000,9000,20,66.5
16400,14000,13000,9000,25,72.09
16400,14000,13000,9000,30,70.89
16400,14000,13000,9000,35,76.74
16400,14000,13000,9000,40,78.42
16400,14000,13000,9000,45,82.52
16400,14000,13000,9000,50,85.06
16400,14000,13000,9000,55,87.28
16400,14000,13000,9000,60,93.27
16400,14000,13000,9000,65,95.67
16400,14000,13000,9000,70,106.56
16400,14000,13000,9000,75,107.5
16400,14000,13000,9000,80,113.13
16400,14000,13000,13000,15,65.7
16400,14000,13000,13000,20,68.83
16400,14000,13000,13000,25,64.91
16400,14000,13000,13000,30,77.61
16400,14000,13000,13000,35,72.16
16400,14000,13000,13000,40,81.14
16400,14000,13000,13000,45,83.73
16400,14000,13000,13000,50,92.21
16400,14000,13000,13000,55,95.46
16400,14000,13000,13000,60,99.71
16400,14000,13000,13000,65,104.08
16400,14000,13000,13000,70,99.78
16400,14000,13000,13000,75,106.88
16400,14000,13000,13000,80,111.53
16400,14000,13000,17000,15,61.67
16400,14000,13000,17000,20,63.64
16400,14000,13000,17000,25,71.96
16400,14000,13000,17000,30,76.46
16400,14000,13000,17000,35,78.02
16400,14000,13000,17000,40,81.34
16400,14000,13000,17000,45,86.56
16400,14000,13000,17000,50,91.99
16400,14000,13000,17000,55,91.8
16400,14000,13000,17000,60,96.88
16400,14000,13000,17000,65,98.14
16400,14000,13000,17000,70,103.71
16400,14000,13000,17000,75,102.99
16400,14000,13000,17000,80,108.86
16400,14000,17000,1000,15,55.78
16400,14000,17000,1000,20,62.28
16400,14000,17000,1000,25,66.47
16400,14000,17000,1000,30,76.89
16400,14000,17000,1000,35,72.66
16400,14000,17000,1000,40,79.01
16400,14000,17000,1000,45,85.63
16400,14000,17000,1000,50,86.12
16400,14000,17000,1000,55,91.46
16400,14000,17000,1000,60,98.78
16400,14000,17000,1000,65,102.94
16400,14000,17000,1000,70,98.6
16400,14000,17000,1000,75,101.85
16400,14000,17000,1000,80,113.22
16400,14000,17000,5000,15,64.18
16400,14000,17000,5000,20,63.5
16400,14000,17000,5000,25,71.43
16400,14000,17000,5000,30,67.56
16400,14000,17000,5000,35,74.43
16400,14000,17000,5000,40,75.68
16400,14000,17000,5000,45,85.86
16400,14000,17000,5000,50,86.29
16400,14000,17000,5000,55,92.28
16400,14000,17000,5000,60,97.73
16400,14000,17000,5000,65,96.82
16400,14000,17000,5000,70,106.23
16400,14000,17000,5000,75,103.97
16400,14000,17000,5000,80,111.46
16400,14000,17000,9000,15,60.88
16400,14000,17000,9000,20,63.28
16400,14000,17000,9000,25,65.12
16400,14000,17000,9000,30,68.72
16400,14000,17000,9000,35,78.08
16400,14000,17000,9000,40,82.13
16400,14000,17000,9000,45,89.38
16400,14000,17000,9000,50,83.66
16400,14000,17000,9000,55,93.92
16400,14000,17000,9000,60,93.03
16400,14000,17000,9000,65,96.56
16400,14000,17000,9000,70,106.44
16400,14000,17000,9000,75,107.04
16400,14000,17000,9000,80,113.67
16400,14000,17000,13000,15,58.54
16400,14000,17000,13000,20,62.5
16400,14000,17000,13000,25,72.64
16400,14000,17000,13000,30,77.65
16400,14000,17000,13000,35,80.4
16400,14000,17000,13000,40,86.16
16400,14000,17000,13000,45,87.25
16400,14000,17000,13000,50,93.5
16400,14000,17000,13000,55,94.91
16400,14000,17000,13000,60,97.01
16400,14000,17000,13000,65,98.54
16400,14000,17000,13000,70,101.09
16400,14000,17000,13000,75,103.12
16400,14000,17000,13000,80,109.2
16400,14000,17000,17000,15,58.23
16400,14000,17000,17000,20,67.54
16400,14000,17000,17000,25,67.24
16400,14000,17000,17000,30,75.76
16400,14000,17000,17000,35,76.63
16400,14000,17000,17000,40,81.68
16400,14000,17000,17000,45,88.9
16400,14000,17000,17000,50,85.29
16400,14000,17000,17000,55,97.45
16400,14000,17000,17000,60,96.04
16400,14000,17000,17000,65,103.6
16400,14000,17000,17000,70,105.12
16400,14000,17000,17000,75,109.68
16400,14000,17000,17000,80,116.08
16400,15000,1000,1000,15,59.15
16400,15000,1000,1000,20,57.47
16400,15000,1000,1000,25,61.5
16400,15000,1000,1000,30,64.15
16400,15000,1000,1000,35,69.82
16400,15000,1000,1000,40,81.04
16400,15000,1000,1000,45,82.06
16400,15000,1000,1000,50,84.3
16400,15000,1000,1000,55,83.4
16400,15000,1000,1000,60,96.58
16400,15000,1000,1000,65,97.48
16400,15000,1000,1000,70,94.6
16400,15000,1000,1000,75,104.87
16400,15000,1000,1000,80,107.3
16400,15000,1000,5000,15,56.34
16400,15000,1000,5000,20,59.41
16400,15000,1000,5000,25,70.76
16400,15000,1000,5000,30,74.0
16400,15000,1000,5000,35,71.3
16400,15000,1000,5000,40,79.2
16400,15000,1000,5000,45,79.61
16400,15000,1000,5000,50,84.54
16400,15000,1000,5000,55,92.47
16400,15000,1000,5000,60,92.01
16400,15000,1000,5000,65,99.33
16400,15000,1000,5000,70,95.75
16400,15000,1000,5000,75,100.5
16400,15000,1000,5000,80,110.23
16400,15000,1000,9000,15,57.38
16400,15000,1000,9000,20,58.59
16400,15000,1000,9000,25,66.97
16400,15000,1000,9000,30,73.74
16400,15000,1000,9000,35,74.45
16400,15000,1000,9000,40,78.23
16400,15000,1000,9000,45,80.26
16400,15000,1000,9000,50,87.68
16400,15000,1000,9000,55,84.33
16400,15000,1000,9000,60,88.4
16400,15000,1000,9000,65,92.98
16400,15000,1000,9000,70,100.19
16400,15000,1000,9000,75,103.99
16400,15000,1000,9000,80,103.01
16400,15000,1000,13000,15,62.42
16400,15000,1000,13000,20,59.4
16400,15000,1000,13000,25,68.02
16400,15000,1000,13000,30,75.21
16400,15000,1000,13000,35,74.52
16400,15000,1000,13000,40,76.03
16400,15000,1000,13000,45,78.76
16400,15000,1000,13000,50,88.89
16400,15000,1000,13000,55,88.91
16400,15000,1000,13000,60,89.46
16400,15000,1000,13000,65,95.4
16400,15000,1000,13000,70,97.21
16400,15000,1000,13000,75,108.85
16400,15000,1000,13000,80,111.09
16400,15000,1000,17000,15,61.89
16400,15000,1000,17000,20,60.22
16400,15000,1000,17000,25,72.04
16400,15000,1000,17000,30,72.69
16400,15000,1000,17000,35,73.18
16400,15000,1000,17000,40,74.38
16400,15000,1000,17000,45,82.96
16400,15000,1000,17000,50,86.1
16400,15000,1000,17000,55,90.97
16400,15000,1000,17000,60,90.94
16400,15000,1000,17000,65,93.14
16400,15000,1000,17000,70,101.54
16400,15000,1000,17000,75,103.01
16400,15000,1000,17000,80,113.43
16400,15000,5000,1000,15,61.1
16400,15000,5000,1000,20,66.09
16400,15000,5000,1000,25,63.1
16400,15000,5000,1000,30,65.97
16400,15000,5000,1000,35,77.75
16400,15000,5000,1000,40,81.48
16400,15000,5000,1000,45,84.04
16400,15000,5000,1000,50,81.98
16400,15000,5000,1000,55,93.16
16400,15000,5000,1000,60,92.06
16400,15000,5000,1000,65,95.65
16400,15000,5000,1000,70,97.85
16400,15000,5000,1000,75,98.89
16400,15000,5000,1000,80,110.15
16400,15000,5000,5000,15,57.41
16400,15000,5000,5000,20,63.12
16400,15000,5000,5000,25,63.02
16400,15000,5000,5000,30,75.24
16400,15000,5000,5000,35,71.17
16400,15000,5000,5000,40,78.38
16400,15000,5000,5000,45,86.49
16400,15000,5000,5000,50,83.29
16400,15000,5000,5000,55,89.73
16400,15000,5000,5000,60,94.7
16400,15000,5000,5000,65,96.05
16400,15000,5000,5000,70,101.65
16400,15000,5000,5000,75,103.14
16400,15000,5000,5000,80,111.49
16400,15000,5000,9000,15,58.04
16400,15000,5000,9000,20,66.76
16400,15000,5000,9000,25,63.97
16400,15000,5000,9000,30,70.94
16400,15000,5000,9000,35,79.75
16400,15000,5000,9000,40,81.43
16400,15000,5000,9000,45,77.82
16400,15000,5000,9000,50,89.83
16400,15000,5000,9000,55,86.25
16400,15000,5000,9000,60,93.65
16400,15000,5000,9000,65,99.23
16400,15000,5000,9000,70,104.64
16400,15000,5000,9000,75,105.12
16400,15000,5000,9000,80,110.37
16400,15000,5000,13000,15,55.88
16400,15000,5000,13000,20,60.38
16400,15000,5000,13000,25,70.48
16400,15000,5000,13000,30,68.82
16400,15000,5000,13000,35,74.48
16400,15000,5000,13000,40,77.43
16400,15000,5000,13000,45,87.02
16400,15000,5000,13000,50,88.22
16400,15000,5000,13000,55,85.88
16400,15000,5000,13000,60,89.93
16400,15000,5000,13000,65,93.31
16400,15000,5000,13000,70,99.23
16400,15000,5000,13000,75,105.68
16400,15000,5000,13000,80,106.35
16400,15000,5000,17000,15,64.48
16400,15000,5000,17000,20,59.98
16400,15000,5000,17000,25,70.69
16400,15000,5000,17000,30,69.32
16400,15000,5000,17000,35,77.49
16400,15000,5000,17000,40,82.53
16400,15000,5000,17000,45,88.54
16400,15000,5000,17000,50,86.79
16400,15000,5000,17000,55,89.5
16400,15000,5000,17000,60,97.85
16400,15000,5000,17000,65,103.48
16400,15000,5000,17000,70,105.22
16400,15000,5000,17000,75,108.17
16400,15000,5000,17000,80,106.45
16400,15000,9000,1000,15,58.81
16400,15000,9000,1000,20,62.68
16400,15000,9000,1000,25,65.69
16400,15000,9000,1000,30,74.9
16400,15000,9000,1000,35,77.78
16400,15000,9000,1000,40,75.8
16400,15000,9000,1000,45,78.36
16400,15000,9000,1000,50,88.69
16400,15000,9000,1000,55,86.18
16400,15000,9000,1000,60,88.76
16400,15000,9000,1000,65,94.19
16400,15000,9000,1000,70,104.19
16400,15000,9000,1000,75,103.54
16400,15000,9000,1000,80,105.0
16400,15000,9000,5000,15,60.87
16400,15000,9000,5000,20,64.01
16400,15000,9000,5000,25,66.14
16400,15000,9000,5000,30,76.19
16400,15000,9000,5000,35,72.0
16400,15000,9000,5000,40,81.13
16400,15000,9000,5000,45,78.61
16400,15000,9000,5000,50,90.53
16400,15000,9000,5000,55,87.68
16400,15000,9000,5000,60,89.52
16400,15000,9000,5000,65,98.14
16400,15000,9000,5000,70,105.28
16400,15000,9000,5000,75,100.55
16400,15000,9000,5000,80,109.53
16400,15000,9000,9000,15,60.05
16400,15000,9000,9000,20,67.2
16400,15000,9000,9000,25,68.54
16400,15000,9000,9000,30,74.43
16400,15000,9000,9000,35,77.23
16400,15000,9000,9000,40,81.27
16400,15000,9000,9000,45,80.5
16400,15000,9000,9000,50,86.62
16400,15000,9000,9000,55,92.15
16400,15000,9000,9000,60,91.04
16400,15000,9000,9000,65,95.85
16400,15000,9000,9000,70,101.59
16400,15000,9000,9000,75,100.67
16400,15000,9000,9000,80,112.2
16400,15000,9000,13000,15,60.86
16400,15000,9000,13000,20,64.96
16400,15000,9000,13000,25,72.55
16400,15000,9000,13000,30,73.53
16400,15000,9000,13000,35,75.46
16400,15000,9000,13000,40,81.17
16400,15000,9000,13000,45,82.46
16400,15000,9000,13000,50,84.71
16400,15000,9000,13000,55,86.96
16400,15000,9000,13000,60,91.02
16400,15000,9000,13000,65,97.81
16400,15000,9000,13000,70,99.87
16400,15000,9000,13000,75,103.75
16400,15000,9000,13000,80,105.31
16400,15000,9000,17000,15,58.49
16400,15000,9000,17000,20,60.93
16400,15000,9000,17000,25,72.33
16400,15000,9000,17000,30,75.57
16400,15000,9000,17000,35,73.39
16400,15000,9000,17000,40,75.67
16400,15000,9000,17000,45,86.03
16400,15000,9000,17000,50,91.1
16400,15000,9000,17000,55,87.26
16400,15000,9000,17000,60,94.49
16400,15000,9000,17000,65,94.92
16400,15000,9000,17000,70,98.34
16400,15000,9000,17000,75,103.11
16400,15000,9000,17000,80,106.32
16400,15000,13000,1000,15,64.41
16400,15000,13000,1000,20,68.92
16400,15000,13000,1000,25,66.57
16400,15000,13000,1000,30,66.86
16400,15000,13000,1000,35,72.82
16400,15000,13000,1000,40,77.26
16400,15000,13000,1000,45,78.07
16400,15000,13000,1000,50,84.88
16400,15000,13000,1000,55,91.72
16400,15000,13000,1000,60,95.32
16400,15000,13000,1000,65,97.65
16400,15000,13000,1000,70,97.56
16400,15000,13000,1000,75,104.74
16400,15000,13000,1000,80,113.45
16400,15000,13000,5000,15,60.12
16400,15000,13000,5000,20,69.12
16400,15000,13000,5000,25,70.27
16400,15000,13000,5000,30,71.31
16400,15000,13000,5000,35,80.29
16400,15000,13000,5000,40,77.17
16400,15000,13000,5000,45,85.15
16400,15000,13000,5000,50,86.23
16400,15000,13000,5000,55,89.73
16400,15000,13000,5000,60,92.21
16400,15000,13000,5000,65,102.04
16400,15000,13000,5000,70,99.48
16400,15000,13000,5000,75,109.21
16400,15000,13000,5000,80,112.05
16400,15000,13000,9000,15,65.7
16400,15000,13000,9000,20,66.88
16400,15000,13000,9000,25,65.84
16400,15000,13000,9000,30,76.79
16400,15000,13000,9000,35,75.95
16400,15000,13000,9000,40,77.58
16400,15000,13000,9000,45,83.6
16400,15000,13000,9000,50,90.8
16400,15000,13000,9000,55,95.45
16400,15000,13000,9000,60,99.05
16400,15000,13000,9000,65,102.03
16400,15000,13000,9000,70,105.64
16400,15000,13000,9000,75,109.85
16400,15000,13000,9000,80,114.58
16400,15000,13000,13000,15,64.15
16400,15000,13000,13000,20,70.63
16400,15000,13000,13000,25,72.11
16400,15000,13000,13000,30,71.21
16400,15000,13000,13000,35,80.94
16400,15000,13000,13000,40,84.21
16400,15000,13000,13000,45,83.92
16400,15000,13000,13000,50,87.18
16400,15000,13000,13000,55,94.9
16400,15000,13000,13000,60,91.24
16400,15000,13000,13000,65,96.94
16400,15000,13000,13000,70,102.28
16400,15000,13000,13000,75,104.53
16400,15000,13000,13000,80,109.89
16400,15000,13000,17000,15,58.58
16400,15000,13000,17000,20,64.88
16400,15000,13000,17000,25,75.15
16400,15000,13000,17000,30,70.87
16400,15000,13000,17000,35,77.64
16400,15000,13000,17000,40,81.37
16400,15000,13000,17000,45,83.4
16400,15000,13000,17000,50,86.29
16400,15000,13000,17000,55,94.82
16400,15000,13000,17000,60,100.56
16400,15000,13000,17000,65,99.82
16400,15000,13000,17000,70,99.06
16400,15000,13000,17000,75,104.78
16400,15000,13000,17000,80,115.04
16400,15000,17000,1000,15,65.59
16400,15000,17000,1000,20,63.95
16400,15000,17000,1000,25,67.45
16400,15000,17000,1000,30,72.21
16400,15000,17000,1000,35,71.88
16400,15000,17000,1000,40,79.24
16400,15000,17000,1000,45,85.62
16400,15000,17000,1000,50,84.87
16400,15000,17000,1000,55,95.06
16400,15000,17000,1000,60,98.86
16400,15000,17000,1000,65,94.59
16400,15000,17000,1000,70,102.05
16400,15000,17000,1000,75,103.64
16400,15000,17000,1000,80,110.74
16400,15000,17000,5000,15,58.91
16400,15000,17000,5000,20,61.51
16400,15000,17000,5000,25,66.02
16400,15000,17000,5000,30,73.87
16400,15000,17000,5000,35,79.16
16400,15000,17000,5000,40,84.43
16400,15000,17000,5000,45,84.36
16400,15000,17000,5000,50,84.14
16400,15000,17000,5000,55,88.29
16400,15000,17000,5000,60,96.96
16400,15000,17000,5000,65,101.22
16400,15000,17000,5000,70,99.46
16400,15000,17000,5000,75,108.49
16400,15000,17000,5000,80,106.15
16400,15000,17000,9000,15,57.7
16400,15000,17000,9000,20,70.24
16400,15000,17000,9000,25,72.12
16400,15000,17000,9000,30,72.75
16400,15000,17000,9000,35,75.88
16400,15000,17000,9000,40,80.73
16400,15000,17000,9000,45,80.17
16400,15000,17000,9000,50,91.19
16400,15000,17000,9000,55,94.16
16400,15000,17000,9000,60,97.93
16400,15000,17000,9000,65,98.95
16400,15000,17000,9000,70,103.16
16400,15000,17000,9000,75,107.33
16400,15000,17000,9000,80,108.23
16400,15000,17000,13000,15,62.46
16400,15000,17000,13000,20,70.18
16400,15000,17000,13000,25,65.48
16400,15000,17000,13000,30,71.67
16400,15000,17000,13000,35,74.16
16400,15000,17000,13000,40,78.88
16400,15000,17000,13000,45,83.78
16400,15000,17000,13000,50,84.14
16400,15000,17000,13000,55,97.23
16400,15000,17000,13000,60,99.65
16400,15000,17000,13000,65,101.97
16400,15000,17000,13000,70,100.95
16400,15000,17000,13000,75,104.59
16400,15000,17000,13000,80,107.96
16400,15000,17000,17000,15,60.8
16400,15000,17000,17000,20,66.85
16400,15000,17000,17000,25,71.54
16400,15000,17000,17000,30,79.36
16400,15000,17000,17000,35,77.88
16400,15000,17000,17000,40,86.47
16400,15000,17000,17000,45,84.61
16400,15000,17000,17000,50,90.26
16400,15000,17000,17000,55,93.54
16400,15000,17000,17000,60,95.87
16400,15000,17000,17000,65,100.19
16400,15000,17000,17000,70,100.21
16400,15000,17000,17000,75,107.21
16400,15000,17000,17000,80,108.91
16400,16000,1000,1000,15,57.84
16400,16000,1000,1000,20,62.32
16400,16000,1000,1000,25,63.52
16400,16000,1000,1000,30,72.45
16400,16000,1000,1000,35,70.49
16400,16000,1000,1000,40,75.98
16400,16000,1000,1000,45,84.55
16400,16000,1000,1000,50,83.0
16400,16000,1000,1000,55,84.74
16400,16000,1000,1000,60,91.16
16400,16000,1000,1000,65,94.79
16400,16000,1000,1000,70,103.37
16400,16000,1000,1000,75,105.64
16400,16000,1000,1000,80,102.44
16400,16000,1000,5000,15,61.18
16400,16000,1000,5000,20,65.75
16400,16000,1000,5000,25,64.81
16400,16000,1000,5000,30,72.37
16400,16000,1000,5000,35,69.04
16400,16000,1000,5000,40,74.74
16400,16000,1000,5000,45,86.27
16400,16000,1000,5000,50,89.57
16400,16000,1000,5000,55,93.1
16400,16000,1000,5000,60,91.17
16400,16000,1000,5000,65,95.45
16400,16000,1000,5000,70,103.74
16400,16000,1000,5000,75,106.24
16400,16000,1000,5000,80,106.8
16400,16000,1000,9000,15,58.23
16400,16000,1000,9000,20,66.64
16400,16000,1000,9000,25,70.17
16400,16000,1000,9000,30,73.39
16400,16000,1000,9000,35,72.44
16400,16000,1000,9000,40,75.64
16400,16000,1000,9000,45,77.18
16400,16000,1000,9000,50,84.33
16400,16000,1000,9000,55,85.16
16400,16000,1000,9000,60,90.11
16400,16000,1000,9000,65,95.71
16400,16000,1000,9000,70,103.31
16400,16000,1000,9000,75,108.86
