VER,EXP,EAST,XGEO,RISK,event_horizon_distance,predicted_event_horizon_distance
17200,2000,5000,1000,50,79.38,5.729510307
17200,2000,5000,1000,55,83.55,5.527421951
17200,2000,5000,1000,60,90.37,4.867626667
17200,2000,5000,1000,65,94.03,4.552522659
17200,2000,5000,1000,70,98.39,3.944715023
17200,2000,5000,1000,75,99.64,3.329828978
17200,2000,5000,1000,80,101.13,2.624495506
17200,2000,5000,5000,15,54.32,10.9750948
17200,2000,5000,5000,20,61.98,10.4092226
17200,2000,5000,5000,25,68.69,10.30365467
17200,2000,5000,5000,30,64.17,9.834362984
17200,2000,5000,5000,35,66.92,9.395684242
17200,2000,5000,5000,40,70.91,9.274642944
17200,2000,5000,5000,45,77.46,8.769395828
17200,2000,5000,5000,50,86.34,7.941214561
17200,2000,5000,5000,55,86.03,7.580043793
17200,2000,5000,5000,60,86.12,7.053405762
17200,2000,5000,5000,65,97.71,6.910081863
17200,2000,5000,5000,70,98.48,6.442244053
17200,2000,5000,5000,75,101.38,6.046535492
17200,2000,5000,5000,80,100.99,5.647974014
17200,2000,5000,9000,15,55.55,11.12961102
17200,2000,5000,9000,20,56.56,10.61752892
17200,2000,5000,9000,25,68.74,10.43743896
17200,2000,5000,9000,30,66.32,10.10737705
17200,2000,5000,9000,35,71.36,9.576664925
17200,2000,5000,9000,40,72.89,9.482645035
17200,2000,5000,9000,45,75.32,8.890323639
17200,2000,5000,9000,50,80.14,8.058688164
17200,2000,5000,9000,55,85.17,7.742867947
17200,2000,5000,9000,60,94.38,7.224973202
17200,2000,5000,9000,65,90.1,7.04919529
17200,2000,5000,9000,70,102.24,6.584193707
17200,2000,5000,9000,75,103.43,6.360371113
17200,2000,5000,9000,80,107.48,5.915637493
17200,2000,5000,13000,15,56.53,11.10846901
17200,2000,5000,13000,20,58.72,10.66513824
17200,2000,5000,13000,25,66.03,10.46250629
17200,2000,5000,13000,30,67.65,10.09414482
17200,2000,5000,13000,35,68.05,9.585422516
17200,2000,5000,13000,40,74.65,9.544861794
17200,2000,5000,13000,45,77.1,8.980215073
17200,2000,5000,13000,50,81.37,8.140603065
17200,2000,5000,13000,55,82.99,7.798536777
17200,2000,5000,13000,60,90.57,7.309793472
17200,2000,5000,13000,65,99.9,7.021813869
17200,2000,5000,13000,70,96.64,6.583237648
17200,2000,5000,13000,75,106.09,6.34190321
17200,2000,5000,13000,80,103.41,5.750452995
17200,2000,5000,17000,15,59.56,11.11276722
17200,2000,5000,17000,20,59.28,10.67122555
17200,2000,5000,17000,25,69.35,10.4645071
17200,2000,5000,17000,30,65.31,10.10173798
17200,2000,5000,17000,35,76.57,9.611332893
17200,2000,5000,17000,40,78.49,9.554696083
17200,2000,5000,17000,45,84.51,8.998621941
17200,2000,5000,17000,50,81.6,8.143127441
17200,2000,5000,17000,55,87.38,7.809473038
17200,2000,5000,17000,60,90.8,7.321334839
17200,2000,5000,17000,65,95.01,7.031953812
17200,2000,5000,17000,70,102.18,6.575262547
17200,2000,5000,17000,75,99.05,6.347467422
17200,2000,5000,17000,80,109.27,5.736809731
17200,2000,9000,1000,15,58.36,10.03607559
17200,2000,9000,1000,20,56.33,9.238150597
17200,2000,9000,1000,25,59.75,8.807749748
17200,2000,9000,1000,30,65.69,8.250193596
17200,2000,9000,1000,35,71.82,7.482676506
17200,2000,9000,1000,40,73.04,7.086429119
17200,2000,9000,1000,45,77.84,6.594580173
17200,2000,9000,1000,50,84.51,5.814940453
17200,2000,9000,1000,55,85.66,5.628022194
17200,2000,9000,1000,60,92.41,4.997670174
17200,2000,9000,1000,65,96.7,4.650319576
17200,2000,9000,1000,70,94.47,4.023862362
17200,2000,9000,1000,75,105.34,3.44761014
17200,2000,9000,1000,80,100.66,2.792740107
17200,2000,9000,5000,15,61.22,11.00423813
17200,2000,9000,5000,20,63.07,10.42418575
17200,2000,9000,5000,25,64.23,10.3410635
17200,2000,9000,5000,30,66.82,9.910089493
17200,2000,9000,5000,35,72.2,9.482522011
17200,2000,9000,5000,40,72.15,9.389606476
17200,2000,9000,5000,45,75.6,8.834569931
17200,2000,9000,5000,50,87.75,8.002969742
17200,2000,9000,5000,55,82.71,7.671624184
17200,2000,9000,5000,60,93.45,7.200124741
17200,2000,9000,5000,65,97.52,7.029741764
17200,2000,9000,5000,70,103.13,6.548342705
17200,2000,9000,5000,75,106.26,6.210775375
17200,2000,9000,5000,80,104.06,5.851634026
17200,2000,9000,9000,15,54.68,11.15182781
17200,2000,9000,9000,20,64.37,10.6089735
17200,2000,9000,9000,25,68.28,10.43915558
17200,2000,9000,9000,30,70.7,10.16627598
17200,2000,9000,9000,35,70.91,9.701651573
17200,2000,9000,9000,40,72.46,9.563965797
17200,2000,9000,9000,45,76.33,8.951431274
17200,2000,9000,9000,50,80.96,8.089428902
17200,2000,9000,9000,55,85.04,7.829976559
17200,2000,9000,9000,60,91.26,7.355668545
17200,2000,9000,9000,65,99.2,7.150161266
17200,2000,9000,9000,70,96.29,6.679083824
17200,2000,9000,9000,75,100.61,6.505604267
17200,2000,9000,9000,80,111.25,6.089623451
17200,2000,9000,13000,15,62.05,11.09587002
17200,2000,9000,13000,20,62.82,10.60434246
17200,2000,9000,13000,25,66.37,10.4685297
17200,2000,9000,13000,30,71.43,10.19902325
17200,2000,9000,13000,35,76.84,9.708374023
17200,2000,9000,13000,40,75.93,9.576529503
17200,2000,9000,13000,45,83.67,9.000152588
17200,2000,9000,13000,50,89.64,8.162089348
17200,2000,9000,13000,55,91.97,7.864612579
17200,2000,9000,13000,60,88.6,7.412894249
17200,2000,9000,13000,65,98.7,7.179519176
17200,2000,9000,13000,70,97.55,6.727758884
17200,2000,9000,13000,75,107.27,6.513645172
17200,2000,9000,13000,80,111.02,6.08557272
17200,2000,9000,17000,15,61.32,11.10578823
17200,2000,9000,17000,20,61.37,10.60100555
17200,2000,9000,17000,25,63.83,10.46119595
17200,2000,9000,17000,30,72.4,10.1951685
17200,2000,9000,17000,35,77.35,9.723246574
17200,2000,9000,17000,40,73.59,9.577114105
17200,2000,9000,17000,45,84.29,9.005927086
17200,2000,9000,17000,50,88.68,8.156620979
17200,2000,9000,17000,55,93.16,7.863852501
17200,2000,9000,17000,60,94.06,7.412714481
17200,2000,9000,17000,65,97.31,7.170972347
17200,2000,9000,17000,70,97.38,6.710014343
17200,2000,9000,17000,75,103.17,6.522281647
17200,2000,9000,17000,80,107.08,6.069655418
17200,2000,13000,1000,15,56.57,10.11768723
17200,2000,13000,1000,20,61.12,9.313548088
17200,2000,13000,1000,25,60.41,8.819088936
17200,2000,13000,1000,30,71.22,8.246502876
17200,2000,13000,1000,35,70.2,7.43239069
17200,2000,13000,1000,40,80.23,7.050179482
17200,2000,13000,1000,45,79.51,6.538589954
17200,2000,13000,1000,50,80.88,5.816378593
17200,2000,13000,1000,55,86.39,5.613826752
17200,2000,13000,1000,60,90.21,5.076284409
17200,2000,13000,1000,65,96.7,4.682052135
17200,2000,13000,1000,70,99.75,4.021542072
17200,2000,13000,1000,75,99.55,3.487785578
17200,2000,13000,1000,80,109.41,2.83812952
17200,2000,13000,5000,15,55.89,11.06778717
17200,2000,13000,5000,20,66.14,10.48715973
17200,2000,13000,5000,25,64.78,10.35377598
17200,2000,13000,5000,30,73.29,9.900418282
17200,2000,13000,5000,35,77.55,9.427350998
17200,2000,13000,5000,40,77.24,9.342339516
17200,2000,13000,5000,45,79.36,8.759728432
17200,2000,13000,5000,50,87.76,7.99766922
17200,2000,13000,5000,55,91.02,7.667604446
17200,2000,13000,5000,60,87.71,7.282764912
17200,2000,13000,5000,65,100.48,7.06434679
17200,2000,13000,5000,70,96.01,6.543267727
17200,2000,13000,5000,75,105.17,6.264955521
17200,2000,13000,5000,80,108.14,5.876764297
17200,2000,13000,9000,15,59.15,11.2514286
17200,2000,13000,9000,20,63.57,10.67021179
17200,2000,13000,9000,25,70.9,10.45439529
17200,2000,13000,9000,30,66.18,10.15491867
17200,2000,13000,9000,35,70.01,9.657519341
17200,2000,13000,9000,40,73.62,9.519927979
17200,2000,13000,9000,45,80.47,8.884435654
17200,2000,13000,9000,50,89.6,8.076665878
17200,2000,13000,9000,55,91.02,7.807002068
17200,2000,13000,9000,60,93.41,7.425953865
17200,2000,13000,9000,65,100.28,7.172689915
17200,2000,13000,9000,70,103.02,6.668486595
17200,2000,13000,9000,75,107.41,6.539655209
17200,2000,13000,9000,80,109.97,6.103890419
17200,2000,13000,13000,15,57.35,11.23321819
17200,2000,13000,13000,20,65.19,10.66397476
17200,2000,13000,13000,25,70.5,10.50109386
17200,2000,13000,13000,30,74.08,10.25169754
17200,2000,13000,13000,35,76.76,9.762468338
17200,2000,13000,13000,40,82.2,9.597391129
17200,2000,13000,13000,45,77.11,9.028369904
17200,2000,13000,13000,50,86.36,8.162939072
17200,2000,13000,13000,55,89.95,7.872772217
17200,2000,13000,13000,60,97.65,7.447781086
17200,2000,13000,13000,65,98.9,7.185794353
17200,2000,13000,13000,70,103.49,6.730448723
17200,2000,13000,13000,75,100.17,6.496577263
17200,2000,13000,13000,80,105.05,6.103792191
17200,2000,13000,17000,15,62.67,11.21731567
17200,2000,13000,17000,20,60.06,10.65377235
17200,2000,13000,17000,25,64.74,10.50179291
17200,2000,13000,17000,30,75.91,10.26057434
17200,2000,13000,17000,35,72.4,9.767751694
17200,2000,13000,17000,40,80.2,9.596281052
17200,2000,13000,17000,45,79.35,9.044426918
17200,2000,13000,17000,50,87.61,8.173575401
17200,2000,13000,17000,55,88.93,7.887979507
17200,2000,13000,17000,60,93.81,7.462979794
17200,2000,13000,17000,65,94.96,7.18183279
17200,2000,13000,17000,70,102.12,6.709982872
17200,2000,13000,17000,75,106.98,6.49307251
17200,2000,13000,17000,80,109.9,6.088181496
17200,2000,17000,1000,15,57.76,10.15777302
17200,2000,17000,1000,20,65.34,9.314143181
17200,2000,17000,1000,25,68.84,8.801037788
17200,2000,17000,1000,30,65.09,8.259587288
17200,2000,17000,1000,35,70.76,7.438171864
17200,2000,17000,1000,40,82.12,7.055484295
17200,2000,17000,1000,45,78.83,6.558073044
17200,2000,17000,1000,50,80.53,5.830117702
17200,2000,17000,1000,55,91.62,5.602194309
17200,2000,17000,1000,60,97.07,5.08687973
17200,2000,17000,1000,65,98.44,4.694912434
17200,2000,17000,1000,70,96.82,4.022622108
17200,2000,17000,1000,75,104.89,3.502358437
17200,2000,17000,1000,80,102.41,2.870908499
17200,2000,17000,5000,15,56.07,11.07943726
17200,2000,17000,5000,20,64.74,10.48585224
17200,2000,17000,5000,25,61.73,10.33079529
17200,2000,17000,5000,30,73.5,9.91252327
17200,2000,17000,5000,35,73.26,9.433372498
17200,2000,17000,5000,40,77.1,9.351391792
17200,2000,17000,5000,45,84.47,8.774869919
17200,2000,17000,5000,50,85.08,8.00793457
17200,2000,17000,5000,55,92.45,7.656996727
17200,2000,17000,5000,60,97.27,7.279676914
17200,2000,17000,5000,65,99.34,7.05055666
17200,2000,17000,5000,70,101.39,6.522325516
17200,2000,17000,5000,75,99.29,6.265470505
17200,2000,17000,5000,80,110.76,5.900068283
17200,2000,17000,9000,15,64.48,11.26529408
17200,2000,17000,9000,20,67,10.6678257
17200,2000,17000,9000,25,63.51,10.43052483
17200,2000,17000,9000,30,71.29,10.16646957
17200,2000,17000,9000,35,77.3,9.666120529
17200,2000,17000,9000,40,82.01,9.531714439
17200,2000,17000,9000,45,86.19,8.89859581
17200,2000,17000,9000,50,86.71,8.088004112
17200,2000,17000,9000,55,86.89,7.795067787
17200,2000,17000,9000,60,96.42,7.422562122
17200,2000,17000,9000,65,100.86,7.157673359
17200,2000,17000,9000,70,98.88,6.646624088
17200,2000,17000,9000,75,99.96,6.539452553
17200,2000,17000,9000,80,112.18,6.128502369
17200,2000,17000,13000,15,55.66,11.22347832
17200,2000,17000,13000,20,64,10.66981697
17200,2000,17000,13000,25,63.51,10.50704765
17200,2000,17000,13000,30,75.42,10.30785465
17200,2000,17000,13000,35,77.98,9.778476715
17200,2000,17000,13000,40,81.77,9.617712021
17200,2000,17000,13000,45,83.72,9.032357216
17200,2000,17000,13000,50,86.54,8.14955616
17200,2000,17000,13000,55,92.83,7.859700203
17200,2000,17000,13000,60,96.85,7.460088253
17200,2000,17000,13000,65,98,7.172241688
17200,2000,17000,13000,70,103.51,6.740809917
17200,2000,17000,13000,75,107.61,6.487462521
17200,2000,17000,13000,80,105.23,6.112850666
17200,2000,17000,17000,15,59.69,11.19970608
17200,2000,17000,17000,20,63.57,10.65431309
17200,2000,17000,17000,25,67.46,10.50808144
17200,2000,17000,17000,30,70.26,10.29857349
17200,2000,17000,17000,35,80.65,9.78279686
17200,2000,17000,17000,40,83.94,9.614862442
17200,2000,17000,17000,45,80.43,9.051548958
17200,2000,17000,17000,50,91.64,8.16919136
17200,2000,17000,17000,55,94.09,7.879006386
17200,2000,17000,17000,60,96.15,7.475207806
17200,2000,17000,17000,65,94.23,7.16933012
17200,2000,17000,17000,70,106.9,6.710526943
17200,2000,17000,17000,75,110.3,6.4746418
17200,2000,17000,17000,80,111.96,6.089146614
17200,3000,1000,1000,15,60.23,6.709638596
17200,3000,1000,1000,20,61.35,6.247094631
17200,3000,1000,1000,25,59.02,6.337299824
17200,3000,1000,1000,30,71.33,6.160678387
17200,3000,1000,1000,35,71.64,5.705889702
17200,3000,1000,1000,40,74.96,5.366881371
17200,3000,1000,1000,45,76.93,4.809668064
17200,3000,1000,1000,50,84.15,4.25108099
17200,3000,1000,1000,55,83.38,4.075036526
17200,3000,1000,1000,60,90.57,4.118381977
17200,3000,1000,1000,65,90.93,3.736017466
17200,3000,1000,1000,70,97.78,3.565912962
17200,3000,1000,1000,75,97.6,2.815937996
17200,3000,1000,1000,80,99.94,1.825306296
17200,3000,1000,5000,15,54.24,7.150459766
17200,3000,1000,5000,20,56.15,6.742973804
17200,3000,1000,5000,25,60.92,6.729322433
17200,3000,1000,5000,30,71.43,6.443615913
17200,3000,1000,5000,35,73.96,5.965166569
17200,3000,1000,5000,40,78.68,5.572008133
17200,3000,1000,5000,45,76.7,5.182932377
17200,3000,1000,5000,50,83.59,4.852627277
17200,3000,1000,5000,55,89.32,4.859281063
17200,3000,1000,5000,60,94.52,5.160909653
17200,3000,1000,5000,65,95.68,4.709804535
17200,3000,1000,5000,70,95.03,4.940169811
17200,3000,1000,5000,75,102.82,4.175786018
17200,3000,1000,5000,80,100.49,3.642754793
17200,3000,1000,9000,15,55.94,7.186866283
17200,3000,1000,9000,20,61.97,6.932870865
17200,3000,1000,9000,25,59.85,6.827187538
17200,3000,1000,9000,30,71.83,6.571512699
17200,3000,1000,9000,35,70.83,6.091258049
17200,3000,1000,9000,40,72.26,5.655460835
17200,3000,1000,9000,45,76.63,5.120459557
17200,3000,1000,9000,50,81.23,4.901502132
17200,3000,1000,9000,55,89.63,5.047067165
17200,3000,1000,9000,60,93.73,5.328030586
17200,3000,1000,9000,65,97.72,4.809684753
17200,3000,1000,9000,70,98.09,5.124881268
17200,3000,1000,9000,75,104.18,4.672173977
17200,3000,1000,9000,80,104.64,4.046571255
17200,3000,1000,13000,15,54.29,7.238659382
17200,3000,1000,13000,20,57.44,7.016870975
17200,3000,1000,13000,25,65.19,6.824061871
17200,3000,1000,13000,30,69.6,6.512486935
17200,3000,1000,13000,35,69.98,6.079577446
17200,3000,1000,13000,40,77.34,5.676383972
17200,3000,1000,13000,45,82.09,5.217066288
17200,3000,1000,13000,50,80.39,5.017620564
17200,3000,1000,13000,55,84.92,5.152737141
17200,3000,1000,13000,60,92.55,5.504066467
17200,3000,1000,13000,65,92.35,4.817220211
17200,3000,1000,13000,70,100.03,5.127266407
17200,3000,1000,13000,75,100.73,4.69961071
17200,3000,1000,13000,80,109.06,3.972362757
17200,3000,1000,17000,15,60.97,7.235263348
17200,3000,1000,17000,20,60.07,7.004880905
17200,3000,1000,17000,25,63.31,6.798554897
17200,3000,1000,17000,30,70.91,6.498171329
17200,3000,1000,17000,35,74.91,6.081311226
17200,3000,1000,17000,40,78.74,5.675517082
17200,3000,1000,17000,45,84.27,5.2597332
17200,3000,1000,17000,50,79.78,5.041239262
17200,3000,1000,17000,55,92.41,5.165214539
17200,3000,1000,17000,60,93.45,5.511186123
17200,3000,1000,17000,65,97.89,4.832326412
17200,3000,1000,17000,70,96.12,5.123504162
17200,3000,1000,17000,75,99.96,4.72726059
17200,3000,1000,17000,80,108.35,3.981295824
17200,3000,5000,1000,15,53.88,6.927418232
17200,3000,5000,1000,20,63.91,6.497923374
17200,3000,5000,1000,25,67.24,6.357740402
17200,3000,5000,1000,30,64.28,6.065321445
17200,3000,5000,1000,35,69.31,5.725720406
17200,3000,5000,1000,40,75.98,5.527894974
17200,3000,5000,1000,45,82.07,5.064079762
17200,3000,5000,1000,50,82.05,4.718892574
17200,3000,5000,1000,55,84.57,4.556409359
17200,3000,5000,1000,60,90.18,4.589957237
17200,3000,5000,1000,65,89.75,4.157985687
17200,3000,5000,1000,70,102.24,3.896864891
17200,3000,5000,1000,75,98.95,3.109643221
17200,3000,5000,1000,80,105.86,2.431235552
17200,3000,5000,5000,15,55.25,7.098099232
17200,3000,5000,5000,20,57.41,6.72183466
17200,3000,5000,5000,25,66.98,6.582269669
17200,3000,5000,5000,30,73.04,6.234029293
17200,3000,5000,5000,35,75.76,5.840734959
17200,3000,5000,5000,40,71.47,5.555316448
17200,3000,5000,5000,45,81.28,5.14528656
17200,3000,5000,5000,50,81.92,4.897279263
17200,3000,5000,5000,55,86.86,5.010602951
17200,3000,5000,5000,60,87.23,5.124830246
17200,3000,5000,5000,65,97.54,4.835996628
17200,3000,5000,5000,70,103.03,4.85771513
17200,3000,5000,5000,75,100.47,4.206857681
17200,3000,5000,5000,80,110.36,3.701751232
17200,3000,5000,9000,15,61.58,7.149760723
17200,3000,5000,9000,20,66.12,6.909074306
17200,3000,5000,9000,25,65.04,6.694360733
17200,3000,5000,9000,30,67.95,6.399446487
17200,3000,5000,9000,35,68.1,5.900010109
17200,3000,5000,9000,40,79.63,5.612327576
17200,3000,5000,9000,45,78.04,5.115046024
17200,3000,5000,9000,50,88.58,4.865503788
17200,3000,5000,9000,55,92.27,5.169851303
17200,3000,5000,9000,60,90.04,5.262673378
17200,3000,5000,9000,65,98.86,4.87989521
17200,3000,5000,9000,70,102.11,4.994669437
17200,3000,5000,9000,75,99.33,4.541250706
17200,3000,5000,9000,80,101.42,4.020952702
17200,3000,5000,13000,15,60.4,7.136290073
17200,3000,5000,13000,20,62.23,6.963941574
17200,3000,5000,13000,25,70.55,6.709075451
17200,3000,5000,13000,30,68.37,6.373673916
17200,3000,5000,13000,35,69.71,5.900199413
17200,3000,5000,13000,40,77.93,5.658260345
17200,3000,5000,13000,45,81.06,5.187320232
17200,3000,5000,13000,50,81.73,4.95298624
17200,3000,5000,13000,55,92.91,5.228755951
17200,3000,5000,13000,60,90.48,5.355445862
17200,3000,5000,13000,65,96.6,4.849422932
17200,3000,5000,13000,70,104.11,4.98607254
17200,3000,5000,13000,75,103.49,4.521667957
17200,3000,5000,13000,80,107.49,3.848689079
17200,3000,5000,17000,15,56.83,7.137457848
17200,3000,5000,17000,20,60.05,6.96581459
17200,3000,5000,17000,25,66,6.718261242
17200,3000,5000,17000,30,68.12,6.382156372
17200,3000,5000,17000,35,74.89,5.92443943
17200,3000,5000,17000,40,77.09,5.673588276
17200,3000,5000,17000,45,76.96,5.211174011
17200,3000,5000,17000,50,85.93,4.952450752
17200,3000,5000,17000,55,91.37,5.238348961
17200,3000,5000,17000,60,92.73,5.370022297
17200,3000,5000,17000,65,92.64,4.87206459
17200,3000,5000,17000,70,97.06,4.99505806
17200,3000,5000,17000,75,99.01,4.537563324
17200,3000,5000,17000,80,112.02,3.843165636
17200,3000,9000,1000,15,53.17,6.981128693
17200,3000,9000,1000,20,64.59,6.52066946
17200,3000,9000,1000,25,68.5,6.380355358
17200,3000,9000,1000,30,68.84,6.106458187
17200,3000,9000,1000,35,69.95,5.779319286
17200,3000,9000,1000,40,76.25,5.649241447
17200,3000,9000,1000,45,74.96,5.125471115
17200,3000,9000,1000,50,81.2,4.798818588
17200,3000,9000,1000,55,84.87,4.644442081
17200,3000,9000,1000,60,87.55,4.710641384
17200,3000,9000,1000,65,98.23,4.253363132
17200,3000,9000,1000,70,99.99,3.971122265
17200,3000,9000,1000,75,98.17,3.220394373
17200,3000,9000,1000,80,104.05,2.593890429
17200,3000,9000,5000,15,61.23,7.124924183
17200,3000,9000,5000,20,63.48,6.73865509
17200,3000,9000,5000,25,65.97,6.61885643
17200,3000,9000,5000,30,72.77,6.305094719
17200,3000,9000,5000,35,75.12,5.924608707
17200,3000,9000,5000,40,79.66,5.674509048
17200,3000,9000,5000,45,79.32,5.217302799
17200,3000,9000,5000,50,84.95,4.956399918
17200,3000,9000,5000,55,86.25,5.09249258
17200,3000,9000,5000,60,91.6,5.257252216
17200,3000,9000,5000,65,100.16,4.948298931
17200,3000,9000,5000,70,98.52,4.955193996
17200,3000,9000,5000,75,104.96,4.372267723
17200,3000,9000,5000,80,109.93,3.911874294
17200,3000,9000,9000,15,54.28,7.199875832
17200,3000,9000,9000,20,64.69,6.932587624
17200,3000,9000,9000,25,62.41,6.719054222
17200,3000,9000,9000,30,68.06,6.472927094
17200,3000,9000,9000,35,74.51,6.041272163
17200,3000,9000,9000,40,75.67,5.725766182
17200,3000,9000,9000,45,81.4,5.210885525
17200,3000,9000,9000,50,83.77,4.916283607
17200,3000,9000,9000,55,86.32,5.26993227
17200,3000,9000,9000,60,96.67,5.402050018
17200,3000,9000,9000,65,99.46,4.996483803
17200,3000,9000,9000,70,102.41,5.12467289
17200,3000,9000,9000,75,105.78,4.727699757
17200,3000,9000,9000,80,102.38,4.203859806
17200,3000,9000,13000,15,62.13,7.158191681
17200,3000,9000,13000,20,67.77,6.941577435
17200,3000,9000,13000,25,69.39,6.739134312
17200,3000,9000,13000,30,73.86,6.494011402
17200,3000,9000,13000,35,71.24,6.038447857
17200,3000,9000,13000,40,79.07,5.719154358
17200,3000,9000,13000,45,86.2,5.239099026
17200,3000,9000,13000,50,83.54,4.987453461
17200,3000,9000,13000,55,85.54,5.303334236
17200,3000,9000,13000,60,90.78,5.461810112
17200,3000,9000,13000,65,99.2,5.032222271
17200,3000,9000,13000,70,99.13,5.176097393
17200,3000,9000,13000,75,103.63,4.737742901
17200,3000,9000,13000,80,112.28,4.195938587
17200,3000,9000,17000,15,56.71,7.163051128
17200,3000,9000,17000,20,63.52,6.932096004
17200,3000,9000,17000,25,69.97,6.737056732
17200,3000,9000,17000,30,66.66,6.489113331
17200,3000,9000,17000,35,77.75,6.05202055
17200,3000,9000,17000,40,83.28,5.725605011
17200,3000,9000,17000,45,84.15,5.25069046
17200,3000,9000,17000,50,89.07,4.982656479
17200,3000,9000,17000,55,92.45,5.302659035
17200,3000,9000,17000,60,90.56,5.466096878
17200,3000,9000,17000,65,93.63,5.02801466
17200,3000,9000,17000,70,97.12,5.167152882
17200,3000,9000,17000,75,108.3,4.756089211
17200,3000,9000,17000,80,113.17,4.18751955
17200,3000,13000,1000,15,58.2,7.055794716
17200,3000,13000,1000,20,61.67,6.589864254
17200,3000,13000,1000,25,62.97,6.385631084
17200,3000,13000,1000,30,73.37,6.096955776
17200,3000,13000,1000,35,75.77,5.731523514
17200,3000,13000,1000,40,81.14,5.606971264
17200,3000,13000,1000,45,78.69,5.063077927
17200,3000,13000,1000,50,85.16,4.7927351
17200,3000,13000,1000,55,90.8,4.631457806
17200,3000,13000,1000,60,94.98,4.786137581
17200,3000,13000,1000,65,100.22,4.29701519
17200,3000,13000,1000,70,98.39,3.985373974
17200,3000,13000,1000,75,102.94,3.277698755
17200,3000,13000,1000,80,104.21,2.636353254
17200,3000,13000,5000,15,54.38,7.187443733
17200,3000,13000,5000,20,64.56,6.794665813
17200,3000,13000,5000,25,63,6.624099255
17200,3000,13000,5000,30,72.55,6.288550377
17200,3000,13000,5000,35,73.94,5.874504089
17200,3000,13000,5000,40,75.06,5.624073982
17200,3000,13000,5000,45,83.35,5.133231163
17200,3000,13000,5000,50,85.76,4.941016197
17200,3000,13000,5000,55,92.92,5.080646992
17200,3000,13000,5000,60,90.44,5.334867954
17200,3000,13000,5000,65,92.77,4.99247551
17200,3000,13000,5000,70,104.26,4.961584568
17200,3000,13000,5000,75,108.38,4.440106392
17200,3000,13000,5000,80,109.18,3.94430685
17200,3000,13000,9000,15,63.86,7.30154705
17200,3000,13000,9000,20,66.32,6.987019539
17200,3000,13000,9000,25,71.45,6.726975441
17200,3000,13000,9000,30,68.27,6.454102039
17200,3000,13000,9000,35,74.17,6.001838207
17200,3000,13000,9000,40,76.96,5.679266453
17200,3000,13000,9000,45,82.09,5.135365486
17200,3000,13000,9000,50,84.2,4.893904686
17200,3000,13000,9000,55,85.63,5.241352081
17200,3000,13000,9000,60,94.15,5.468559265
17200,3000,13000,9000,65,95.69,5.029830456
17200,3000,13000,9000,70,97.61,5.129089355
17200,3000,13000,9000,75,99.6,4.780391216
17200,3000,13000,9000,80,109.43,4.229534149
17200,3000,13000,13000,15,58.92,7.288006306
17200,3000,13000,13000,20,61.8,6.997797489
17200,3000,13000,13000,25,62.92,6.766970158
17200,3000,13000,13000,30,68.71,6.54164505
17200,3000,13000,13000,35,73.8,6.09919405
17200,3000,13000,13000,40,77.61,5.739505291
17200,3000,13000,13000,45,77.86,5.260081291
17200,3000,13000,13000,50,83.83,4.98007822
17200,3000,13000,13000,55,91.05,5.307272911
17200,3000,13000,13000,60,90.6,5.492115498
17200,3000,13000,13000,65,98.75,5.040850639
17200,3000,13000,13000,70,97.82,5.185935497
17200,3000,13000,13000,75,105.29,4.729966164
17200,3000,13000,13000,80,110.28,4.219657898
17200,3000,13000,17000,15,60.38,7.267804623
17200,3000,13000,17000,20,61.86,6.981754303
17200,3000,13000,17000,25,71.69,6.772562027
17200,3000,13000,17000,30,66.88,6.54880476
17200,3000,13000,17000,35,79.86,6.102501869
17200,3000,13000,17000,40,78.77,5.743581295
17200,3000,13000,17000,45,83.59,5.28192997
17200,3000,13000,17000,50,85.29,4.992972851
17200,3000,13000,17000,55,93.22,5.320476532
17200,3000,13000,17000,60,92.52,5.510680676
17200,3000,13000,17000,65,99.98,5.039120674
17200,3000,13000,17000,70,96.78,5.172866344
17200,3000,13000,17000,75,110.26,4.734769821
17200,3000,13000,17000,80,109.6,4.209123611
17200,3000,17000,1000,15,55.76,7.095781326
17200,3000,17000,1000,20,63.03,6.589713573
17200,3000,17000,1000,25,64.04,6.360762596
17200,3000,17000,1000,30,65.39,6.101680279
17200,3000,17000,1000,35,73.29,5.74275589
17200,3000,17000,1000,40,77.87,5.619746208
17200,3000,17000,1000,45,79.6,5.089729786
17200,3000,17000,1000,50,82.03,4.812728405
17200,3000,17000,1000,55,93.51,4.622488022
17200,3000,17000,1000,60,94.73,4.792572021
17200,3000,17000,1000,65,95.85,4.315917015
17200,3000,17000,1000,70,100.85,3.988019705
17200,3000,17000,1000,75,102.24,3.293837309
17200,3000,17000,1000,80,106.36,2.663494587
17200,3000,17000,5000,15,60.29,7.203927517
17200,3000,17000,5000,20,62.57,6.799707413
17200,3000,17000,5000,25,71.34,6.605092525
17200,3000,17000,5000,30,67.8,6.302956581
17200,3000,17000,5000,35,75.67,5.880723953
17200,3000,17000,5000,40,81.44,5.635354042
17200,3000,17000,5000,45,83.48,5.148081303
17200,3000,17000,5000,50,85.72,4.951976299
17200,3000,17000,5000,55,92.99,5.07497406
17200,3000,17000,5000,60,91.13,5.328829765
17200,3000,17000,5000,65,97.14,4.990393162
17200,3000,17000,5000,70,96.11,4.948564529
17200,3000,17000,5000,75,102.2,4.451878548
17200,3000,17000,5000,80,103.39,3.963946342
17200,3000,17000,9000,15,59.93,7.320561409
